site_id,speed_min,speed_max,speed_mean,cf_mean
A2,0.06931089380465383,2.8719923398226537,1.2193911466827072,0.3106217582009596
A7,0.03580502757993632,2.1740637065182797,1.0159624254051955,0.18370758185519204
A4,0.14173566946961516,2.212660163694371,1.0518318586526039,0.1789719452201644
A3,0.00412310562561766,1.053406379323763,0.5614028453764297,0.006802617671475558
A1,0.007071067811865475,0.2910841802640604,0.13545992965114928,0.0
A5,0.003,0.19872845795205077,0.09360054718915035,0.0
A6,0.007071067811865475,0.2910841802640604,0.13545992965114928,0.0
